iter	Logloss
120	0.3025372076
121	0.3017247145
122	0.3009454739
123	0.3002764192
124	0.2990375287
125	0.2982689688
126	0.2973359443
127	0.2963395881
128	0.2958872581
129	0.2952873521
130	0.2944296256
131	0.2934869161
132	0.292707014
133	0.2918197476
134	0.290970655
135	0.2900926044
136	0.2893112131
137	0.2886169308
138	0.287798786
139	0.2872989066
140	0.2864921284
141	0.2858657954
142	0.2852286748
143	0.2844656937
144	0.2837373536
145	0.2830462982
146	0.2820923148
147	0.2814598247
148	0.2808124784
149	0.2805167862
150	0.2797534731
151	0.2791446241
152	0.278434387
153	0.2778041151
154	0.2772564098
155	0.2766969994
156	0.2759971199
157	0.2753726183
158	0.2745105144
159	0.2740546786
160	0.2734024787
161	0.2729179352
162	0.2723849048
163	0.271971243
164	0.2715575879
165	0.27108561
166	0.2705587019
167	0.2701028054
168	0.2696754634
169	0.2690825931
170	0.2685755439
171	0.2680290919
172	0.2674792424
173	0.2669166483
174	0.2664022544
175	0.2659691798
176	0.2654564745
177	0.2650303711
178	0.2645601
179	0.2641447651
180	0.2634424479
181	0.2631546491
182	0.2626871642
183	0.2621427145
184	0.2615598083
185	0.2610014655
186	0.2604526189
187	0.2599054712
188	0.2595058188
189	0.2588523992
190	0.2582523365
191	0.2576267816
192	0.2570570785
193	0.2567284134
194	0.2561600588
195	0.2557002643
196	0.255178026
197	0.2546000252
198	0.2540857348
199	0.2536548712
200	0.2532520835
201	0.2528545323
202	0.2524975244
203	0.2518966571
204	0.2513951361
205	0.2508615029
206	0.2504947673
207	0.2500523578
208	0.2497398902
209	0.2492638709
210	0.2487213785
211	0.2481160938
212	0.247771357
213	0.2471172383
214	0.2464578448
215	0.246203165
216	0.2459321392
217	0.2455019607
218	0.2453052606
219	0.2449547801
220	0.2445441594
221	0.2441491827
222	0.2437945045
223	0.2433235251
224	0.2428203463
225	0.2422775739
226	0.2418671517
227	0.2414398191
228	0.24099954
229	0.2405164479
230	0.2401013872
231	0.2398798475
232	0.2394292093
233	0.2389950933
234	0.2387221363
235	0.2383599893
236	0.2380626039
237	0.2377164841
238	0.237391999
239	0.237044577
240	0.2365868924
241	0.2361794359
242	0.2359040295
243	0.2355568898
244	0.2349831065
245	0.2346180611
246	0.234302458
247	0.2339098261
248	0.2336528882
249	0.2331922843
250	0.2330244836
251	0.2327803058
252	0.2322790966
253	0.2318653275
254	0.2315831536
255	0.2312209427
256	0.2308303472
257	0.2305111868
258	0.2301198262
259	0.2296673274
260	0.2293634355
261	0.2290625199
262	0.2286014123
263	0.2281302775
264	0.227885142
265	0.227581513
266	0.2271426633
267	0.226858611
268	0.2264920639
269	0.2261272151
270	0.2258079717
271	0.2255686661
272	0.2252863792
273	0.2249043976
274	0.2245631322
275	0.2240932449
276	0.2237652156
277	0.2235065483
278	0.2231633816
279	0.223010486
280	0.2226537299
281	0.2223496481
282	0.2220060371
283	0.2219162095
284	0.2216364722
285	0.221303713
286	0.2210199303
287	0.2208320913
288	0.2206088328
289	0.2201264316
290	0.2199135976
291	0.2196562759
292	0.2191674962
293	0.2188105893
294	0.218551649
295	0.2181770569
296	0.2177513133
297	0.2175039301
298	0.2173392194
299	0.2171006843
300	0.2168336612
301	0.2164753814
302	0.2163853013
303	0.2161951565
304	0.2159049186
305	0.2155862242
306	0.2153751314
307	0.215015034
308	0.2146819447
309	0.2144149064
310	0.214173448
311	0.2139204142
312	0.2138157623
313	0.2134345857
314	0.2132491004
315	0.2129903073
316	0.2127485042
317	0.2123902785
318	0.2122172405
319	0.2117400813
320	0.2114930076
321	0.2111260378
322	0.2108170361
323	0.2105782921
324	0.2104184495
325	0.2102610559
326	0.2099200297
327	0.2097304853
328	0.2095459808
329	0.2092338674
330	0.2089322226
331	0.208664366
332	0.208482464
333	0.2082266241
334	0.2080286695
335	0.20775172
336	0.2075622714
337	0.2072208275
338	0.2069282262
339	0.2065079367
340	0.2062880993
341	0.2059502561
342	0.2057646884
343	0.2055886473
344	0.2052907988
345	0.2050995144
346	0.2048395344
347	0.2044454583
348	0.2041216888
349	0.2038762953
350	0.2037022865
351	0.2034079148
352	0.2032771855
353	0.2029214963
354	0.2026242907
355	0.2023774592
356	0.2021415631
357	0.2017789638
358	0.2015667148
359	0.2012046199
360	0.2009791072
361	0.2007680431
362	0.2004395663
363	0.2002255474
364	0.1998937263
365	0.1996172788
366	0.1993985856
367	0.1991988907
368	0.1989780572
369	0.1986773762
370	0.1985280989
371	0.1982888232
372	0.1980352948
373	0.1978093174
374	0.1976353483
375	0.1974995008
376	0.1973281003
377	0.1971113537
378	0.1969757592
379	0.1967951986
380	0.1964373094
381	0.1961533312
382	0.1960012058
383	0.1957528333
384	0.1954564768
385	0.1952761658
386	0.1950238737
387	0.1949070104
388	0.1947387438
389	0.1945504813
390	0.194401984
391	0.1940740569
392	0.1937429163
393	0.1934077118
394	0.1930888717
395	0.1929530051
396	0.1926929687
397	0.1926420968
398	0.192424507
399	0.1921987204
400	0.1917934798
401	0.1916095116
402	0.191405201
403	0.191100664
404	0.1908263317
405	0.190518441
406	0.1902997682
407	0.1900707883
408	0.1897875173
409	0.1894771582
410	0.1890677478
411	0.188832865
412	0.188619487
413	0.1883557333
414	0.1882206722
415	0.1879793142
416	0.1877703916
417	0.1875394672
418	0.1873440807
419	0.1871522998
420	0.1869495435
421	0.1868664923
422	0.1866291726
423	0.1863479769
424	0.186051899
425	0.1857955863
426	0.1855485593
427	0.1853043212
428	0.1850300384
429	0.1848138426
430	0.1844849498
431	0.1842390827
432	0.1838128076
433	0.1836741128
434	0.1833883109
435	0.1831958743
436	0.1829660718
437	0.1827954512
438	0.1825628347
439	0.1823674009
440	0.1821113986
441	0.1817957371
442	0.181538288
443	0.1814011776
444	0.1811971694
445	0.1809471835
446	0.1807609334
447	0.1804770184
448	0.1801645162
449	0.1800450638
450	0.1798702071
451	0.1797061331
452	0.1795587173
453	0.17937862
454	0.1792036863
455	0.1790688085
456	0.1788252001
457	0.1785189222
458	0.1783689275
459	0.178081268
460	0.1778718861
461	0.1776778907
462	0.1775034726
463	0.1772917652
464	0.1769890313
465	0.176671887
466	0.1764247154
467	0.1762904719
468	0.1761103502
469	0.1759327581
470	0.1756960868
471	0.1754229974
472	0.1751337683
473	0.1749459535
474	0.174875847
475	0.1745586733
476	0.1743575168
477	0.1742130261
478	0.1740096944
479	0.1737480616
480	0.1735582977
481	0.1733943314
482	0.1729796003
483	0.1727851029
484	0.1726031175
485	0.172431225
486	0.1722228671
487	0.172073852
488	0.1718550335
489	0.1716555966
490	0.1715048851
491	0.1713560956
492	0.171236267
493	0.1710191387
494	0.1707826092
495	0.1705629411
496	0.1704188748
497	0.1701366996
498	0.1700044394
499	0.1697896618
500	0.1695189035
501	0.1693749292
502	0.1692187968
503	0.1689537871
504	0.1686731467
505	0.168501395
506	0.1683474081
507	0.1681257518
508	0.167990865
509	0.167826953
510	0.1676783528
511	0.1674583671
512	0.1672686617
513	0.1670345587
514	0.16686937
515	0.1666466002
516	0.166477603
517	0.1663126671
518	0.1661114803
519	0.165904439
520	0.1657445332
521	0.1655674186
522	0.1653558636
523	0.1651599658
524	0.1650278866
525	0.1649191356
526	0.16465042
527	0.164496419
528	0.1641883811
529	0.1640166682
530	0.1637703728
531	0.1636284076
532	0.1634733481
533	0.1632766605
534	0.1630092624
535	0.162884222
536	0.1627568235
537	0.1626602014
538	0.1624892243
539	0.1623810041
540	0.1622160689
541	0.1620531655
542	0.1619194084
543	0.1616957832
544	0.1614955068
545	0.1613389606
546	0.1611108394
547	0.160934238
548	0.1607480944
549	0.1604517329
550	0.1601319037
551	0.1599164033
552	0.1596352626
553	0.159464817
554	0.1593497174
555	0.1591120521
556	0.1588540565
557	0.1587090195
558	0.1585521226
559	0.1583360329
560	0.1582288361
561	0.1580233396
562	0.1578983151
563	0.157659967
564	0.157340215
565	0.1572272697
566	0.1570254688
567	0.1568303572
568	0.1567168469
569	0.1565109408
570	0.156372852
571	0.1562158615
572	0.1560627911
573	0.1558774331
574	0.1557514439
575	0.155518589
576	0.1553195461
577	0.1551581935
578	0.1549863883
579	0.1547106873
580	0.1543831209
581	0.1541423137
582	0.1539258682
583	0.1537646811
584	0.1536154514
585	0.153512877
586	0.1532333673
587	0.1530246294
588	0.152872237
589	0.1526246113
590	0.1523917219
591	0.1523579192
592	0.1522343666
593	0.1520556779
594	0.151907248
595	0.1516886035
596	0.1515136052
597	0.1512578536
598	0.1510733727
599	0.1507800482
600	0.1505457653
601	0.1503522079
602	0.1500896689
603	0.1498263694
604	0.1496436929
605	0.1495020981
606	0.1492960605
607	0.1490741545
608	0.1488412362
609	0.1487132875
610	0.1485101696
611	0.1483758778
612	0.1482188836
613	0.1481158352
614	0.1480014335
615	0.1478151392
616	0.1476534355
617	0.1474885178
618	0.1472791616
619	0.1470710812
620	0.146879893
621	0.1466569483
622	0.1464609189
623	0.1462672403
624	0.1460733511
625	0.1459592072
626	0.1457014324
627	0.1456008761
628	0.1454093467
629	0.1453094476
630	0.145179981
631	0.1449245015
632	0.1447714465
633	0.1445846308
634	0.1444441665
635	0.1442995833
636	0.144103238
637	0.1440044841
638	0.1437552692
639	0.1435154915
640	0.1433913159
641	0.1432468552
642	0.143058592
643	0.1428967216
644	0.1427606892
645	0.1425970737
646	0.1423103398
647	0.1421815091
648	0.1420274396
649	0.1419233224
650	0.1417125666
651	0.1415824232
652	0.141403686
653	0.1413130206
654	0.141181356
655	0.1408933652
656	0.1407031903
657	0.1405586955
658	0.1404135765
659	0.140185444
660	0.1400507188
661	0.1399513072
662	0.1397461286
663	0.1396172957
664	0.1394779386
665	0.1392953848
666	0.1391837865
667	0.1389933777
668	0.138839152
669	0.1385827888
670	0.1383100278
671	0.1381567671
672	0.137974457
673	0.1378157504
674	0.1376879084
675	0.1375972627
676	0.1374573836
677	0.1373276882
678	0.1372152703
679	0.1370120608
680	0.136825162
681	0.1367173719
682	0.1365842096
683	0.1363877669
684	0.1361504656
685	0.1360442201
686	0.1359049119
687	0.1357475895
688	0.1356658707
689	0.1354796108
690	0.135291722
691	0.135180461
692	0.135008592
693	0.1348313406
694	0.1347729768
695	0.1346499517
696	0.1344761666
697	0.1343639291
698	0.1342244111
699	0.1340782153
700	0.1339490468
701	0.1337960204
702	0.1337126378
703	0.1335267927
704	0.133290492
705	0.1331623803
706	0.133054648
707	0.1328802587
708	0.1327699368
709	0.1326652662
710	0.1325476024
711	0.1324293057
712	0.1323335504
713	0.1322490762
714	0.1320283554
715	0.1318768301
716	0.1316691895
717	0.1315689979
718	0.1313653246
719	0.1312386917
720	0.1311084023
721	0.1310172774
722	0.1309376844
723	0.1308192261
724	0.1306361884
725	0.1304595822
726	0.1303301113
727	0.1302166835
728	0.1301304154
729	0.1300340274
730	0.129887816
731	0.1297245227
732	0.1295473646
733	0.1294168023
734	0.1292287346
735	0.1290829949
736	0.1289101563
737	0.1287476389
738	0.1286017786
739	0.1284836183
740	0.1281891622
741	0.1279958247
742	0.127758908
743	0.1276601603
744	0.1274899249
745	0.127357695
746	0.1272484314
747	0.1271465784
748	0.1270624887
749	0.1268474856
750	0.1267478892
751	0.1265812528
752	0.126401886
753	0.1262394069
754	0.1261250684
755	0.126034358
756	0.1259364776
757	0.1258285745
758	0.1257100041
759	0.1255548039
760	0.1254377055
761	0.1253250496
762	0.1252474978
763	0.1250673753
764	0.1248625175
765	0.1247481553
766	0.1246475062
767	0.1245713717
768	0.1244553525
769	0.1242638561
770	0.1241848379
771	0.1241071205
772	0.1238804858
773	0.1237533166
774	0.123701427
775	0.1235899103
776	0.1234627213
777	0.1233320617
778	0.1231620406
779	0.1230392876
780	0.1229589862
781	0.1228229246
782	0.122735808
783	0.1226444599
784	0.1223852758
785	0.1223084556
786	0.1222271211
787	0.1221498513
788	0.1219350824
789	0.1218455674
790	0.1215903028
791	0.1214395282
792	0.1213010878
793	0.1212194216
794	0.121061988
795	0.1208593523
796	0.1206449248
797	0.1206001137
798	0.1205285
799	0.120440477
800	0.1203387407
801	0.1202563916
802	0.1201564687
803	0.1200329947
804	0.1197807171
805	0.1196997429
806	0.1196149824
807	0.1194729
808	0.1193756377
809	0.1193219249
810	0.1191708483
811	0.119085073
812	0.1188540559
813	0.1186356009
814	0.1185036015
815	0.1183230589
816	0.1182201434
817	0.1180021467
818	0.117853849
819	0.1176986633
820	0.1174926599
821	0.1172986149
822	0.1171857627
823	0.1171161478
824	0.1170001613
825	0.1169083115
826	0.1167899956
827	0.1166749989
828	0.1165434943
829	0.1164496992
830	0.1163529015
831	0.1162333075
832	0.1161445238
833	0.1160784383
834	0.1158934169
835	0.1157991047
836	0.1157223817
837	0.1156399162
838	0.1155787447
839	0.1154836822
840	0.1154049121
841	0.1151771997
842	0.1150770175
843	0.1149723123
844	0.1148925628
845	0.1148082737
846	0.1147038216
847	0.1144699669
848	0.114393722
849	0.1141768863
850	0.1140745257
851	0.1139739149
852	0.113848857
853	0.1136394501
854	0.1135361875
855	0.1133548025
856	0.1132658289
857	0.1130955105
858	0.1129098654
859	0.1128560449
860	0.1126568963
861	0.1125610339
862	0.1124790264
863	0.1124355511
864	0.1122431492
865	0.1120554516
866	0.1120036891
867	0.1119150363
868	0.1117715746
869	0.1117149082
870	0.1116143946
871	0.1114021752
872	0.1112024851
873	0.1111139358
874	0.1110148954
875	0.1109300888
876	0.1107735816
877	0.1105654768
878	0.1104616004
879	0.1103235012
880	0.110160871
881	0.1100240928
882	0.1099671528
883	0.1098957147
884	0.1097623383
885	0.1096205198
886	0.1095277584
887	0.1093990775
888	0.1092268675
889	0.1090067304
890	0.1088587699
891	0.1087943605
892	0.1086914885
893	0.1084961372
894	0.1083478923
895	0.1081952271
896	0.1080721718
897	0.1079044765
898	0.1077435821
899	0.1076056575
900	0.1074980034
901	0.1074142899
902	0.1071814924
903	0.1070928255
904	0.1069572227
905	0.1068572068
906	0.1066681982
907	0.1066085279
908	0.1064745188
909	0.1063670152
910	0.106203478
911	0.1061532749
912	0.1060992833
913	0.1060132787
914	0.1059191324
915	0.1057281109
916	0.1055647924
917	0.1054533299
918	0.1052627701
919	0.1050576406
920	0.104891992
921	0.104817093
922	0.1046761848
923	0.1045703969
924	0.1044675732
925	0.1043638241
926	0.1041821172
927	0.1040268383
928	0.1038944334
929	0.1037866174
930	0.1037230278
931	0.1036596526
932	0.1035801117
933	0.1034525572
934	0.1033464764
935	0.1032242023
936	0.1031355745
937	0.1030041628
938	0.1029374335
939	0.1028422834
940	0.102761621
941	0.102690787
942	0.1025534786
943	0.1024334593
944	0.1023642343
945	0.1023026241
946	0.1021915227
947	0.1020167969
948	0.1019268681
949	0.1018720633
950	0.1017779562
951	0.1016820652
952	0.1015386474
953	0.1014113839
954	0.101225179
955	0.1010785037
956	0.1009397074
957	0.1008509048
958	0.1007484902
959	0.1005670959
960	0.100474159
961	0.1003795195
962	0.1002914282
963	0.100117093
964	0.1000310688
965	0.09986693142
966	0.0997797272
967	0.09966143525
968	0.09957452416
969	0.09947819835
970	0.09934087963
971	0.09921470372
972	0.09911703761
973	0.09906343166
974	0.09894508606
975	0.09882268999
976	0.09867851127
977	0.09859637695
978	0.09839702287
979	0.09829472582
980	0.09820459648
981	0.09805824407
982	0.0979746766
983	0.09788660505
984	0.0978049185
985	0.09765617778
986	0.09753810857
987	0.09738853421
988	0.09733712191
989	0.09724618343
990	0.09705537586
991	0.09696416438
992	0.09685510992
993	0.096730173
994	0.09663871808
995	0.09651004257
996	0.09642335488
997	0.09630957276
998	0.0961954912
999	0.09605084592
